id,Timestamp,Category,Money,Description,Details
767421403,2022-07-19T11:47:30.630925+00:00,sales,-28472,Looking for aerospace contracts,{}
767419087,2022-07-19T11:44:52.229683+00:00,contract,-232400,Sub-orbital rocket contract from Aerospace Made in Biafra,"{""quantity"": 2, ""quality"": 6, ""price"": ""$116200.000""}"
767419050,2022-07-19T11:44:49.770638+00:00,contract,-232400,Sub-orbital rocket contract from Aerospace Made in Biafra,"{""quantity"": 2, ""quality"": 6, ""price"": ""$116200.000""}"
767418742,2022-07-19T11:44:34.901911+00:00,sales,274565,Sales order fulfilled,"{""COGS"": ""$242,850"", ""items"": ""$256,374"", ""quality bonus"": ""$18,191"", ""search cost"": ""$28,472"", ""profit"": ""$3,243""}"
767418620,2022-07-19T11:44:26.590313+00:00,contract,-216000,Satellite contract from Aerospace Made in Biafra,"{""quantity"": 4, ""quality"": 5, ""price"": ""$54000.000""}"
767418241,2022-07-19T11:43:59.942999+00:00,contract,-230000,Jumbo jet contract from Commodore,"{""quantity"": 1, ""quality"": 3, ""price"": ""$230000.000""}"
767418116,2022-07-19T11:43:51.141220+00:00,contract,-80850,Luxury jet contract from Highwind Phoenix,"{""quantity"": 1, ""quality"": 3, ""price"": ""$80850.000""}"
767414936,2022-07-19T11:40:32.086218+00:00,sales,488361,Sales order fulfilled,"{""COGS"": ""$407,525"", ""items"": ""$423,442"", ""quality bonus"": ""$64,919"", ""search cost"": ""$28,472"", ""profit"": ""$52,364""}"
767414839,2022-07-19T11:40:23.488969+00:00,contract,-232400,Sub-orbital rocket contract from Aerospace Made in Biafra,"{""quantity"": 2, ""quality"": 6, ""price"": ""$116200.000""}"
767414793,2022-07-19T11:40:18.494748+00:00,contract,-175000,Single engine plane contract from Aerospace Made in Biafra,"{""quantity"": 5, ""quality"": 5, ""price"": ""$35000.000""}"
767413603,2022-07-19T11:39:00.767443+00:00,sales,259979,Sales order fulfilled,"{""COGS"": ""$216,000"", ""items"": ""$237,424"", ""quality bonus"": ""$22,555"", ""search cost"": ""$28,472"", ""profit"": ""$15,507""}"
767413313,2022-07-19T11:38:46.043075+00:00,contract,-216000,Satellite contract from Aerospace Made in Biafra,"{""quantity"": 4, ""quality"": 5, ""price"": ""$54000.000""}"
767400951,2022-07-19T11:24:42.640707+00:00,market,-17900,Bought Coffee powder on market,"{""amount"": 400, ""price"": ""$44.75"", ""seller(s)"": ""Vegan Food Solutions, JohnyMaco""}"
767400484,2022-07-19T11:24:07.441859+00:00,market,-48400,Bought Lasagna on market,"{""amount"": 20, ""price"": ""$2420.00"", ""seller(s)"": ""TonkaTrucks212""}"
767392705,2022-07-19T11:16:01.825269+00:00,contract,-13750,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$55.000""}"
767392612,2022-07-19T11:15:56.937593+00:00,contract,-15000,Cocktails contract from The Private Equity Boutique,"{""quantity"": 4, ""quality"": 11, ""price"": ""$3750.000""}"
767392570,2022-07-19T11:15:54.243702+00:00,contract,-13750,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$55.000""}"
767392519,2022-07-19T11:15:52.644704+00:00,contract,-7800,Ginger beer contract from BUDWEISER BEER,"{""quantity"": 104, ""quality"": 9, ""price"": ""$75.000""}"
767389690,2022-07-19T11:13:25.337957+00:00,sales,-18393,Restaurant wages,{}
767389689,2022-07-19T11:13:25.282315+00:00,sales,40264,Restaurant revenue,"{""COGS"": ""$27357"", ""wages"": ""$18393"", ""occupancy"": ""51.95%"", ""rating"": ""9.16"", ""profit"": ""$-5486""}"
767022292,2022-07-19T04:02:55.062189+00:00,executive salaries,-20001,Executive salaries,{}
766762872,2022-07-19T00:14:11.821686+00:00,interest,280,Bond yield,"{""bond value"": ""$35000"", ""interest"": ""0.8%"", ""issuer"": ""AMERICAN AIRLINES GROUP""}"
766732693,2022-07-19T00:11:40.718015+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
766732681,2022-07-19T00:11:40.673332+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
766732671,2022-07-19T00:11:40.628718+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
766731831,2022-07-19T00:11:36.737327+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
766729630,2022-07-19T00:11:28.789400+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
766729621,2022-07-19T00:11:28.764265+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
766729549,2022-07-19T00:11:28.542125+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
766728866,2022-07-19T00:11:26.459554+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
766728854,2022-07-19T00:11:26.433018+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
766728839,2022-07-19T00:11:26.390483+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
766728795,2022-07-19T00:11:26.240229+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
766714164,2022-07-19T00:10:18.919595+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
766714154,2022-07-19T00:10:18.828434+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
766701401,2022-07-19T00:09:33.959902+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
766698260,2022-07-19T00:09:23.001000+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
766698251,2022-07-19T00:09:22.975343+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
766694968,2022-07-19T00:09:14.147461+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
766628641,2022-07-19T00:05:39.473647+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
766625635,2022-07-19T00:05:32.246001+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
766621994,2022-07-19T00:05:23.191274+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
766619812,2022-07-19T00:05:17.545195+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
766618727,2022-07-19T00:05:13.721387+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
766618710,2022-07-19T00:05:13.673532+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
766618378,2022-07-19T00:05:12.524636+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
765996992,2022-07-18T15:05:10.259573+00:00,sales,-18393,Restaurant wages,{}
765996991,2022-07-18T15:05:10.204127+00:00,sales,51503,Restaurant revenue,"{""COGS"": ""$27357"", ""wages"": ""$18393"", ""occupancy"": ""66.46%"", ""rating"": ""9.14"", ""profit"": ""$5753""}"
765395724,2022-07-18T04:03:20.373518+00:00,executive salaries,-20001,Executive salaries,{}
765339062,2022-07-18T03:03:10.807024+00:00,sales,-18393,Restaurant wages,{}
765339060,2022-07-18T03:03:10.758928+00:00,sales,54478,Restaurant revenue,"{""COGS"": ""$31627"", ""wages"": ""$18393"", ""occupancy"": ""70.30%"", ""rating"": ""9.25"", ""profit"": ""$4458""}"
764830109,2022-07-17T17:26:58.954110+00:00,art,200000,Collectibles auction bid returned,{}
764788974,2022-07-17T16:46:10.839785+00:00,art,-200000,Collectibles auction bid,{}
764786121,2022-07-17T16:43:19.871605+00:00,contract,42500,Samosa contract signed by ELDORADO ROADS,"{""quantity"": 50, ""quality"": 7, ""price"": ""$850.000"", ""profit"": ""$9000.00""}"
764785585,2022-07-17T16:42:46.956989+00:00,contract,-67000,Samosa contract from PEDROTTI,"{""quantity"": 100, ""quality"": 7, ""price"": ""$670.000""}"
764785306,2022-07-17T16:42:33.153254+00:00,contract,6800,Samosa contract signed by ELDORADO ROADS,"{""quantity"": 8, ""quality"": 7, ""price"": ""$850.000"", ""profit"": ""$1439.98""}"
764783383,2022-07-17T16:40:32.355687+00:00,production,-11463,Production of Electronics research,"{""amount"": 47, ""price"": ""$243.89"", ""quality"": 0}"
764783253,2022-07-17T16:40:24.595029+00:00,sales,-28472,Looking for aerospace contracts,{}
764783231,2022-07-17T16:40:23.705573+00:00,sales,-28472,Looking for aerospace contracts,{}
764783149,2022-07-17T16:40:18.551650+00:00,sales,-28472,Looking for aerospace contracts,{}
764783125,2022-07-17T16:40:17.521184+00:00,sales,-28472,Looking for aerospace contracts,{}
764783040,2022-07-17T16:40:12.506720+00:00,sales,-28472,Looking for aerospace contracts,{}
764783016,2022-07-17T16:40:11.548943+00:00,sales,-28472,Looking for aerospace contracts,{}
764782909,2022-07-17T16:40:03.381108+00:00,sales,376870,Sales order fulfilled,"{""COGS"": ""$334,750"", ""items"": ""$361,128"", ""quality bonus"": ""$15,742"", ""search cost"": ""$28,472"", ""profit"": ""$13,648""}"
764782808,2022-07-17T16:39:56.816493+00:00,contract,-175750,Single engine plane contract from Aerospace Made in Biafra,"{""quantity"": 5, ""quality"": 5, ""price"": ""$35150.000""}"
764782650,2022-07-17T16:39:49.096292+00:00,sales,1171033,Sales order fulfilled,"{""COGS"": ""$1,129,000"", ""items"": ""$1,122,451"", ""quality bonus"": ""$48,582"", ""search cost"": ""$28,472"", ""profit"": ""$13,561""}"
764781897,2022-07-17T16:39:10.878614+00:00,contract,-233000,Sub-orbital rocket contract from Aerospace Made in Biafra,"{""quantity"": 2, ""quality"": 6, ""price"": ""$116500.000""}"
764780853,2022-07-17T16:38:03.981080+00:00,fees,-1056,Market fees selling Electronics research,{}
764780852,2022-07-17T16:38:03.979338+00:00,market,70400,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 200, ""quality"": 0, ""price"": ""$352.00"", ""buyer"": ""UPSSA BCS MX"", ""profit"": 20565}"
764779600,2022-07-17T16:36:42.550103+00:00,sales,54046,Restaurant revenue,"{""COGS"": ""$31627"", ""wages"": ""$18393"", ""occupancy"": ""74.55%"", ""rating"": ""9.61"", ""profit"": ""$4026""}"
764776263,2022-07-17T16:33:26.475208+00:00,market,8800,Electronics research market order partially filled,"{""resource"": ""Electronics research"", ""amount"": 25, ""quality"": 0, ""price"": ""$352.00"", ""buyer"": ""Aspi PGH S.A."", ""profit"": ""$2702"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
764776026,2022-07-17T16:33:12.695934+00:00,fees,-2112,Market fees selling Electronics research,"{""remaining_fees"": ""$0""}"
764776024,2022-07-17T16:33:12.687405+00:00,market,26400,Electronics research market order partially filled,"{""resource"": ""Electronics research"", ""amount"": 75, ""quality"": 0, ""price"": ""$352.00"", ""buyer"": ""Aspi PGH S.A."", ""profit"": ""$5996"", ""fees"": ""$2112"", ""remaining_fees"": ""$0""}"
764775023,2022-07-17T16:32:19.976005+00:00,production,6469,Partial return of unpaid wages,"{""building"": ""Physics laboratory"", ""cancelled production"": ""Electronics research"", ""cancelled amount"": 53}"
764773542,2022-07-17T16:31:00.125339+00:00,contract,-233000,Sub-orbital rocket contract from Aerospace Made in Biafra,"{""quantity"": 2, ""quality"": 6, ""price"": ""$116500.000""}"
764773520,2022-07-17T16:30:58.960981+00:00,contract,-663000,Jumbo jet contract from Dogechu El constructor,"{""quantity"": 3, ""quality"": 2, ""price"": ""$221000.000""}"
764772999,2022-07-17T16:30:23.667327+00:00,sales,485877,Sales order fulfilled,"{""COGS"": ""$414,250"", ""items"": ""$446,437"", ""quality bonus"": ""$39,440"", ""search cost"": ""$28,472"", ""profit"": ""$43,155""}"
764772713,2022-07-17T16:30:07.848023+00:00,contract,-175750,Single engine plane contract from Aerospace Made in Biafra,"{""quantity"": 5, ""quality"": 5, ""price"": ""$35150.000""}"
764772323,2022-07-17T16:29:43.288829+00:00,contract,-397500,Luxury jet contract from IceWindDale,"{""quantity"": 5, ""quality"": 2, ""price"": ""$79500.000""}"
764770331,2022-07-17T16:27:42.100285+00:00,sales,597844,Sales order fulfilled,"{""COGS"": ""$525,250"", ""items"": ""$534,049"", ""quality bonus"": ""$63,795"", ""search cost"": ""$28,472"", ""profit"": ""$44,122""}"
764770203,2022-07-17T16:27:33.186734+00:00,contract,-175750,Single engine plane contract from Aerospace Made in Biafra,"{""quantity"": 5, ""quality"": 5, ""price"": ""$35150.000""}"
764770116,2022-07-17T16:27:27.691026+00:00,contract,-233000,Sub-orbital rocket contract from Aerospace Made in Biafra,"{""quantity"": 2, ""quality"": 6, ""price"": ""$116500.000""}"
764769764,2022-07-17T16:27:06.102955+00:00,sales,625773,Sales order fulfilled,"{""COGS"": ""$567,500"", ""items"": ""$574,677"", ""quality bonus"": ""$51,096"", ""search cost"": ""$28,472"", ""profit"": ""$29,801""}"
764769619,2022-07-17T16:26:57.183658+00:00,contract,-233000,Sub-orbital rocket contract from Aerospace Made in Biafra,"{""quantity"": 2, ""quality"": 6, ""price"": ""$116500.000""}"
764769381,2022-07-17T16:26:41.030501+00:00,sales,487397,Sales order fulfilled,"{""COGS"": ""$451,000"", ""items"": ""$457,214"", ""quality bonus"": ""$30,183"", ""search cost"": ""$28,472"", ""profit"": ""$7,925""}"
764769170,2022-07-17T16:26:26.109966+00:00,contract,-218000,Satellite contract from Aerospace Made in Biafra,"{""quantity"": 4, ""quality"": 5, ""price"": ""$54500.000""}"
764769103,2022-07-17T16:26:22.496984+00:00,contract,-218000,Satellite contract from Aerospace Made in Biafra,"{""quantity"": 4, ""quality"": 5, ""price"": ""$54500.000""}"
764768602,2022-07-17T16:25:44.640507+00:00,contract,-233000,Sub-orbital rocket contract from Aerospace Made in Biafra,"{""quantity"": 2, ""quality"": 6, ""price"": ""$116500.000""}"
764768573,2022-07-17T16:25:42.364366+00:00,contract,-233000,Sub-orbital rocket contract from Aerospace Made in Biafra,"{""quantity"": 2, ""quality"": 6, ""price"": ""$116500.000""}"
764765818,2022-07-17T16:23:07.582496+00:00,contract,-13750,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$55.000""}"
764765641,2022-07-17T16:22:57.912382+00:00,contract,-7800,Ginger beer contract from BUDWEISER BEER,"{""quantity"": 104, ""quality"": 9, ""price"": ""$75.000""}"
764690120,2022-07-17T15:12:29.775958+00:00,sales,-18393,Restaurant wages,{}
764690117,2022-07-17T15:12:29.661691+00:00,sales,65818,Restaurant revenue,"{""COGS"": ""$31627"", ""wages"": ""$18393"", ""occupancy"": ""84.93%"", ""rating"": ""9.65"", ""profit"": ""$15798""}"
764224897,2022-07-17T06:59:23.399386+00:00,bonds,25000,Bond call,"{""issuer"": ""Bricobv"", ""amount"": 5, ""interest"": 0.71}"
764124443,2022-07-17T04:54:16.342225+00:00,contract,124200,Electronics research contract signed by .Red.Fox.,"{""quantity"": 360, ""quality"": 0, ""price"": ""$345.000"", ""profit"": ""$36399.38""}"
764114197,2022-07-17T04:39:35.957341+00:00,sales,-18393,Restaurant wages,{}
764114196,2022-07-17T04:39:35.890771+00:00,sales,52904,Restaurant revenue,"{""COGS"": ""$31800"", ""wages"": ""$18393"", ""occupancy"": ""72.97%"", ""rating"": ""9.68"", ""profit"": ""$2711""}"
764083339,2022-07-17T04:02:34.110932+00:00,executive salaries,-20001,Executive salaries,{}
764031404,2022-07-17T03:03:39.821398+00:00,sales,-18393,Restaurant wages,{}
764031402,2022-07-17T03:03:39.761220+00:00,sales,44071,Restaurant revenue,"{""COGS"": ""$33370"", ""wages"": ""$18393"", ""occupancy"": ""56.87%"", ""rating"": ""9.48"", ""profit"": ""$-7692""}"
764005649,2022-07-17T02:22:36.770379+00:00,market,-13500,Bought Cheese on market,"{""amount"": 100, ""price"": ""$135.00"", ""seller(s)"": ""internacional rick""}"
764005367,2022-07-17T02:22:15.283754+00:00,market,-5250,Bought Milk on market,"{""amount"": 500, ""price"": ""$10.50"", ""seller(s)"": ""Chimera inc.""}"
764005017,2022-07-17T02:21:35.784912+00:00,market,-28560,Bought Ginger beer on market,"{""amount"": 480, ""price"": ""$59.50"", ""seller(s)"": ""Dumanu""}"
764004870,2022-07-17T02:21:18.169892+00:00,market,-9200,Bought Coffee powder on market,"{""amount"": 200, ""price"": ""$46.00"", ""seller(s)"": ""M.M AGENCY""}"
764004184,2022-07-17T02:20:12.654341+00:00,contract,-15000,Cocktails contract from The Private Equity Boutique,"{""quantity"": 4, ""quality"": 11, ""price"": ""$3750.000""}"
764004139,2022-07-17T02:20:08.319311+00:00,contract,-15000,Cocktails contract from The Private Equity Boutique,"{""quantity"": 4, ""quality"": 11, ""price"": ""$3750.000""}"
764004130,2022-07-17T02:20:07.073157+00:00,contract,-15000,Cocktails contract from The Private Equity Boutique,"{""quantity"": 4, ""quality"": 11, ""price"": ""$3750.000""}"
764003825,2022-07-17T02:19:42.734297+00:00,production,-31218,Production of Electronics research,"{""amount"": 128, ""price"": ""$243.89"", ""quality"": 0}"
764003770,2022-07-17T02:19:37.185143+00:00,production,-31218,Production of Electronics research,"{""amount"": 128, ""price"": ""$243.89"", ""quality"": 0}"
764003389,2022-07-17T02:19:03.239264+00:00,production,-31218,Production of Electronics research,"{""amount"": 128, ""price"": ""$243.89"", ""quality"": 0}"
764003284,2022-07-17T02:18:53.975224+00:00,production,-31218,Production of Electronics research,"{""amount"": 128, ""price"": ""$243.89"", ""quality"": 0}"
763867670,2022-07-17T00:11:50.115940+00:00,interest,177,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.7%"", ""issuer"": ""Bricobv""}"
763831490,2022-07-17T00:10:15.478531+00:00,interest,280,Bond yield,"{""bond value"": ""$35000"", ""interest"": ""0.8%"", ""issuer"": ""CUBAN CORPORATION""}"
763748381,2022-07-17T00:07:04.378241+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
763739275,2022-07-17T00:06:43.595161+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
763739258,2022-07-17T00:06:43.556921+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
763739243,2022-07-17T00:06:43.524143+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
763738374,2022-07-17T00:06:41.584618+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
763736208,2022-07-17T00:06:37.026447+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
763736202,2022-07-17T00:06:37.010840+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
763736136,2022-07-17T00:06:36.862740+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
763735604,2022-07-17T00:06:35.522549+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
763735598,2022-07-17T00:06:35.504822+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
763735594,2022-07-17T00:06:35.488835+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
763735571,2022-07-17T00:06:35.396059+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
763720038,2022-07-17T00:05:48.457422+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
763720008,2022-07-17T00:05:48.392018+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
763707282,2022-07-17T00:05:14.353267+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
763703178,2022-07-17T00:05:03.265036+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
763703170,2022-07-17T00:05:03.240443+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
763700046,2022-07-17T00:04:55.376530+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
763673172,2022-07-17T00:03:51.911474+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
763671443,2022-07-17T00:03:46.928951+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
763669949,2022-07-17T00:03:42.060379+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
763667299,2022-07-17T00:03:35.177746+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
763667285,2022-07-17T00:03:35.142016+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
763666873,2022-07-17T00:03:34.276482+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
763202244,2022-07-16T16:42:19.282387+00:00,sales,-18393,Restaurant wages,{}
763202243,2022-07-16T16:42:19.236648+00:00,sales,43637,Restaurant revenue,"{""COGS"": ""$35100"", ""wages"": ""$18393"", ""occupancy"": ""60.19%"", ""rating"": ""9.66"", ""profit"": ""$-9856""}"
763117729,2022-07-16T15:18:33.898466+00:00,sales,-28472,Looking for aerospace contracts,{}
763117712,2022-07-16T15:18:32.802598+00:00,sales,-28472,Looking for aerospace contracts,{}
763117684,2022-07-16T15:18:30.340915+00:00,sales,193740,Sales order fulfilled,"{""COGS"": ""$165,000"", ""items"": ""$172,137"", ""quality bonus"": ""$21,603"", ""search cost"": ""$28,323"", ""profit"": ""$417""}"
763117415,2022-07-16T15:18:12.796721+00:00,sales,505102,Sales order fulfilled,"{""COGS"": ""$457,050"", ""items"": ""$454,299"", ""quality bonus"": ""$50,803"", ""search cost"": ""$28,173"", ""profit"": ""$19,879""}"
763117141,2022-07-16T15:17:58.773476+00:00,sales,-28472,Looking for aerospace contracts,{}
763117121,2022-07-16T15:17:57.681739+00:00,sales,-28472,Looking for aerospace contracts,{}
763116894,2022-07-16T15:17:44.625448+00:00,sales,202807,Sales order fulfilled,"{""COGS"": ""$160,450"", ""items"": ""$176,662"", ""quality bonus"": ""$26,145"", ""search cost"": ""$28,472"", ""profit"": ""$13,885""}"
763116691,2022-07-16T15:17:31.568000+00:00,contract,-351600,Sub-orbital rocket contract from Aerospace Made in Biafra,"{""quantity"": 3, ""quality"": 6, ""price"": ""$117200.000""}"
763116115,2022-07-16T15:17:00.730546+00:00,contract,-210900,Single engine plane contract from Aerospace Made in Biafra,"{""quantity"": 6, ""quality"": 5, ""price"": ""$35150.000""}"
763115935,2022-07-16T15:16:52.308063+00:00,sales,275787,Sales order fulfilled,"{""COGS"": ""$230,750"", ""items"": ""$249,582"", ""quality bonus"": ""$26,205"", ""search cost"": ""$28,472"", ""profit"": ""$16,565""}"
763115549,2022-07-16T15:16:35.238779+00:00,contract,-210900,Single engine plane contract from Aerospace Made in Biafra,"{""quantity"": 6, ""quality"": 5, ""price"": ""$35150.000""}"
763115453,2022-07-16T15:16:29.265428+00:00,contract,-218000,Satellite contract from Aerospace Made in Biafra,"{""quantity"": 4, ""quality"": 5, ""price"": ""$54500.000""}"
763113746,2022-07-16T15:14:49.173580+00:00,sales,-18393,Restaurant wages,{}
763113744,2022-07-16T15:14:49.075549+00:00,sales,63730,Restaurant revenue,"{""COGS"": ""$35600"", ""wages"": ""$18393"", ""occupancy"": ""82.23%"", ""rating"": ""9.89"", ""profit"": ""$9737""}"
763085397,2022-07-16T14:44:31.939891+00:00,contract,-7800,Ginger beer contract from BUDWEISER BEER,"{""quantity"": 104, ""quality"": 9, ""price"": ""$75.000""}"
762583121,2022-07-16T05:29:41.050667+00:00,contract,107100,Electronics research contract signed by .Red.Fox.,"{""quantity"": 306, ""quality"": 0, ""price"": ""$350.000"", ""profit"": ""$29777.20""}"
762549494,2022-07-16T04:43:11.556616+00:00,sales,-18393,Restaurant wages,{}
762549493,2022-07-16T04:43:11.480906+00:00,sales,51103,Restaurant revenue,"{""COGS"": ""$39124"", ""wages"": ""$18393"", ""occupancy"": ""61.94%"", ""rating"": ""9.58"", ""profit"": ""$-6414""}"
762515617,2022-07-16T04:02:59.315258+00:00,executive salaries,-20001,Executive salaries,{}
762461590,2022-07-16T03:03:14.609611+00:00,sales,-18393,Restaurant wages,{}
762461588,2022-07-16T03:03:14.539069+00:00,sales,46673,Restaurant revenue,"{""COGS"": ""$43123"", ""wages"": ""$18393"", ""occupancy"": ""49.13%"", ""rating"": ""10.00"", ""profit"": ""$-14843""}"
762395295,2022-07-16T01:22:48.559112+00:00,contract,-13750,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$55.000""}"
762393781,2022-07-16T01:20:49.888006+00:00,market,-6013,Bought Coffee powder on market,"{""amount"": 130, ""price"": ""$46.25"", ""seller(s)"": ""Arabica Coffee""}"
762393616,2022-07-16T01:20:36.750458+00:00,market,-15900,Bought Cheese on market,"{""amount"": 100, ""price"": ""$159.00"", ""seller(s)"": ""Goshen Dairy LLC""}"
762393266,2022-07-16T01:20:00.832777+00:00,market,-7560,Bought Milk on market,"{""amount"": 720, ""price"": ""$10.50"", ""seller(s)"": ""Chimera inc.""}"
762325480,2022-07-16T00:15:29.748462+00:00,interest,177,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.7%"", ""issuer"": ""Bricobv""}"
