id,Timestamp,Category,Money,Description,Details
777905474,2022-07-26T00:06:03.782542+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
777905464,2022-07-26T00:06:03.766071+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
777905456,2022-07-26T00:06:03.749954+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
777905409,2022-07-26T00:06:03.672858+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
777890183,2022-07-26T00:05:31.965650+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
777890145,2022-07-26T00:05:31.899504+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
777877020,2022-07-26T00:05:02.444747+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
777874513,2022-07-26T00:04:56.716522+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
777874506,2022-07-26T00:04:56.699634+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
777872549,2022-07-26T00:04:52.695991+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
777871378,2022-07-26T00:04:50.236563+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
777845498,2022-07-26T00:03:59.903612+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
777844040,2022-07-26T00:03:57.375575+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
777843075,2022-07-26T00:03:55.239042+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
777840399,2022-07-26T00:03:49.222214+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
777840376,2022-07-26T00:03:49.186912+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
777839893,2022-07-26T00:03:47.973666+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
776693538,2022-07-25T05:10:08.922675+00:00,sales,-28472,Looking for aerospace contracts,{}
776693528,2022-07-25T05:10:07.485601+00:00,sales,-28472,Looking for aerospace contracts,{}
776693476,2022-07-25T05:10:03.300616+00:00,sales,-28472,Looking for aerospace contracts,{}
776693459,2022-07-25T05:10:02.476001+00:00,sales,-28472,Looking for aerospace contracts,{}
776693389,2022-07-25T05:09:58.277517+00:00,sales,-28472,Looking for aerospace contracts,{}
776693360,2022-07-25T05:09:57.425890+00:00,sales,-28472,Looking for aerospace contracts,{}
776693105,2022-07-25T05:09:38.667251+00:00,sales,426809,Sales order fulfilled,"{""COGS"": ""$387,500"", ""items"": ""$415,765"", ""quality bonus"": ""$11,044"", ""search cost"": ""$28,472"", ""profit"": ""$10,837""}"
776692840,2022-07-25T05:09:21.885745+00:00,sales,420685,Sales order fulfilled,"{""COGS"": ""$392,000"", ""items"": ""$398,787"", ""quality bonus"": ""$21,898"", ""search cost"": ""$28,472"", ""profit"": ""$213""}"
776692634,2022-07-25T05:09:07.975134+00:00,contract,-112000,Sub-orbital rocket contract from Buccz Corporation,"{""quantity"": 1, ""quality"": 3, ""price"": ""$112000.000""}"
776691945,2022-07-25T05:08:19.656555+00:00,sales,201362,Sales order fulfilled,"{""COGS"": ""$162,500"", ""items"": ""$196,030"", ""quality bonus"": ""$5,332"", ""search cost"": ""$28,472"", ""profit"": ""$10,390""}"
776691814,2022-07-25T05:08:12.675638+00:00,contract,-325000,Single engine plane contract from Bludsior industries,"{""quantity"": 10, ""quality"": 2, ""price"": ""$32500.000""}"
776691501,2022-07-25T05:07:50.959345+00:00,contract,-112000,Sub-orbital rocket contract from Buccz Corporation,"{""quantity"": 1, ""quality"": 3, ""price"": ""$112000.000""}"
776690161,2022-07-25T05:06:35.501305+00:00,contract,-112000,Sub-orbital rocket contract from Buccz Corporation,"{""quantity"": 1, ""quality"": 3, ""price"": ""$112000.000""}"
776690151,2022-07-25T05:06:34.506276+00:00,contract,-225000,Jumbo jet contract from JumBaZ,"{""quantity"": 1, ""quality"": 3, ""price"": ""$225000.000""}"
776688653,2022-07-25T05:05:06.002147+00:00,sales,-28472,Looking for aerospace contracts,{}
776688646,2022-07-25T05:05:05.164163+00:00,sales,-28472,Looking for aerospace contracts,{}
776688610,2022-07-25T05:05:01.142692+00:00,sales,-28472,Looking for aerospace contracts,{}
776688597,2022-07-25T05:05:00.201060+00:00,sales,-28472,Looking for aerospace contracts,{}
776686523,2022-07-25T05:02:45.172588+00:00,contract,-15000,Cocktails contract from The Private Equity Boutique,"{""quantity"": 4, ""quality"": 11, ""price"": ""$3750.000""}"
776686491,2022-07-25T05:02:42.868353+00:00,contract,-7800,Ginger beer contract from BUDWEISER BEER,"{""quantity"": 104, ""quality"": 9, ""price"": ""$75.000""}"
776686449,2022-07-25T05:02:40.326571+00:00,contract,-12750,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$51.000""}"
776686432,2022-07-25T05:02:39.180205+00:00,contract,-12750,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$51.000""}"
776686386,2022-07-25T05:02:37.212477+00:00,contract,-12375,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$49.500""}"
776631116,2022-07-25T04:02:43.581732+00:00,executive salaries,-20001,Executive salaries,{}
776284933,2022-07-25T00:06:24.042911+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
776284916,2022-07-25T00:06:24.007701+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
776284902,2022-07-25T00:06:23.972733+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
776283916,2022-07-25T00:06:21.788439+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
776281454,2022-07-25T00:06:16.550218+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
776281440,2022-07-25T00:06:16.522151+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
776281344,2022-07-25T00:06:16.341329+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
776280829,2022-07-25T00:06:15.377434+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
776280821,2022-07-25T00:06:15.361309+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
776280812,2022-07-25T00:06:15.345485+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
776280773,2022-07-25T00:06:15.268945+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
776264268,2022-07-25T00:05:39.883041+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
776264235,2022-07-25T00:05:39.808066+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
776258027,2022-07-25T00:05:26.755566+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
776252738,2022-07-25T00:05:15.470526+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
776250245,2022-07-25T00:05:09.944607+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
776250240,2022-07-25T00:05:09.928774+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
776246813,2022-07-25T00:05:01.929354+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
776220101,2022-07-25T00:04:04.895610+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
776218930,2022-07-25T00:04:01.971728+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
776218020,2022-07-25T00:04:00.105413+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
776215434,2022-07-25T00:03:53.692908+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
776215416,2022-07-25T00:03:53.657023+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
776215021,2022-07-25T00:03:52.710017+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
775538087,2022-07-24T13:51:48.586993+00:00,sales,183062,Sales order fulfilled,"{""COGS"": ""$152,750"", ""items"": ""$176,035"", ""quality bonus"": ""$7,027"", ""search cost"": ""$28,472"", ""profit"": ""$1,840""}"
775537450,2022-07-24T13:51:09.244660+00:00,sales,122445,Sales order fulfilled,"{""COGS"": ""$96,750"", ""items"": ""$121,209"", ""quality bonus"": ""$1,236"", ""search cost"": ""$28,472"", ""profit"": ""$-2,777""}"
775537277,2022-07-24T13:50:57.561216+00:00,contract,-96750,Single engine plane contract from Stud Contractors,"{""quantity"": 3, ""quality"": 1, ""price"": ""$32250.000""}"
775537237,2022-07-24T13:50:55.605055+00:00,contract,-96750,Single engine plane contract from Stud Contractors,"{""quantity"": 3, ""quality"": 1, ""price"": ""$32250.000""}"
775502489,2022-07-24T13:16:20.591588+00:00,production,-31004,Production of Electronics research,"{""amount"": 118, ""price"": ""$262.75"", ""quality"": 0}"
775502443,2022-07-24T13:16:18.856727+00:00,production,-31147,Production of Energy research,"{""amount"": 163, ""price"": ""$191.09"", ""quality"": 0}"
775502403,2022-07-24T13:16:17.170581+00:00,production,-31004,Production of Electronics research,"{""amount"": 118, ""price"": ""$262.75"", ""quality"": 0}"
775502073,2022-07-24T13:15:55.753615+00:00,production,-31004,Production of Electronics research,"{""amount"": 118, ""price"": ""$262.75"", ""quality"": 0}"
775020857,2022-07-24T04:04:45.701213+00:00,executive salaries,-20001,Executive salaries,{}
774685465,2022-07-24T00:06:57.938337+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
774668819,2022-07-24T00:06:20.157806+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
774668807,2022-07-24T00:06:20.130928+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
774668794,2022-07-24T00:06:20.098376+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
774667968,2022-07-24T00:06:18.360306+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
774665711,2022-07-24T00:06:13.559737+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
774665700,2022-07-24T00:06:13.542156+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
774665625,2022-07-24T00:06:13.387569+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
774665110,2022-07-24T00:06:12.313920+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
774665103,2022-07-24T00:06:12.297245+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
774665093,2022-07-24T00:06:12.279842+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
774665050,2022-07-24T00:06:12.197171+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
774650793,2022-07-24T00:05:40.644098+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
774650761,2022-07-24T00:05:40.562051+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
774636347,2022-07-24T00:05:03.857188+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
774634064,2022-07-24T00:04:57.705204+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
774634055,2022-07-24T00:04:57.689667+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
774630885,2022-07-24T00:04:48.888877+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
774606317,2022-07-24T00:03:51.214093+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
774605209,2022-07-24T00:03:48.121444+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
774604245,2022-07-24T00:03:46.201413+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
774601351,2022-07-24T00:03:39.489422+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
774601329,2022-07-24T00:03:39.394586+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
774600784,2022-07-24T00:03:37.772313+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
773442439,2022-07-23T04:02:18.842085+00:00,executive salaries,-20001,Executive salaries,{}
773101508,2022-07-23T00:06:02.860735+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
773101490,2022-07-23T00:06:02.823193+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
773101469,2022-07-23T00:06:02.779547+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
773100499,2022-07-23T00:06:01.037443+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
773099694,2022-07-23T00:05:59.474647+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
773098481,2022-07-23T00:05:56.799178+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
773098474,2022-07-23T00:05:56.784067+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
773098412,2022-07-23T00:05:56.647083+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
773097899,2022-07-23T00:05:55.607200+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
773097889,2022-07-23T00:05:55.587512+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
773097878,2022-07-23T00:05:55.568122+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
773097827,2022-07-23T00:05:55.478991+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
773076685,2022-07-23T00:05:13.176761+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
773076655,2022-07-23T00:05:13.106642+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
773064727,2022-07-23T00:04:48.733843+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
773061955,2022-07-23T00:04:43.729195+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
773061943,2022-07-23T00:04:43.704875+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
773057865,2022-07-23T00:04:35.599292+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
773032259,2022-07-23T00:03:42.038942+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
773030793,2022-07-23T00:03:38.745031+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
773029782,2022-07-23T00:03:36.531033+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
773026881,2022-07-23T00:03:29.287917+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
773026860,2022-07-23T00:03:29.247673+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
773026394,2022-07-23T00:03:28.332318+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
772363117,2022-07-22T13:58:20.734649+00:00,sales,265504,Sales order fulfilled,"{""COGS"": ""$218,500"", ""items"": ""$237,822"", ""quality bonus"": ""$27,682"", ""search cost"": ""$28,472"", ""profit"": ""$18,532""}"
772362604,2022-07-22T13:57:43.869591+00:00,sales,93438,Sales order fulfilled,"{""COGS"": ""$71,000"", ""items"": ""$79,876"", ""quality bonus"": ""$13,562"", ""search cost"": ""$28,472"", ""profit"": ""$-6,034""}"
772361986,2022-07-22T13:56:53.610450+00:00,contract,-177500,Single engine plane contract from Aerospace Engineering Saxony,"{""quantity"": 5, ""quality"": 6, ""price"": ""$35500.000""}"
772133842,2022-07-22T10:03:51.136648+00:00,sales,266444,Sales order fulfilled,"{""COGS"": ""$224,000"", ""items"": ""$230,728"", ""quality bonus"": ""$35,716"", ""search cost"": ""$28,472"", ""profit"": ""$13,972""}"
772132757,2022-07-22T10:02:28.707282+00:00,contract,-448000,Satellite contract from Aerospace Intermediary,"{""quantity"": 8, ""quality"": 6, ""price"": ""$56000.000""}"
772132715,2022-07-22T10:02:25.812516+00:00,contract,-7800,Ginger beer contract from BUDWEISER BEER,"{""quantity"": 104, ""quality"": 9, ""price"": ""$75.000""}"
772131778,2022-07-22T10:01:20.883118+00:00,sales,473927,Sales order fulfilled,"{""COGS"": ""$426,000"", ""items"": ""$460,690"", ""quality bonus"": ""$13,237"", ""search cost"": ""$28,472"", ""profit"": ""$19,455""}"
